year,reference_period_desc,prodn_practice_desc,state,state_abbr,state_fips,county,county_fips,agg_level,commodity,class,util_practice_desc,statistic_category,description,unit,value,coeff_variation_pct
2021,YEAR,ALL PRODUCTION PRACTICES,ALABAMA,AL,01,DE KALB,049,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,161.9,5.1
2021,YEAR,ALL PRODUCTION PRACTICES,ALABAMA,AL,01,JACKSON,071,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,156.5,1.9
2021,YEAR,ALL PRODUCTION PRACTICES,ALABAMA,AL,01,MARSHALL,095,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,158.2,5.4
2021,YEAR,ALL PRODUCTION PRACTICES,ALABAMA,AL,01,CHILTON,021,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,151.8,13.2
2021,YEAR,ALL PRODUCTION PRACTICES,ALABAMA,AL,01,FAYETTE,057,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,126.3,12.1
2021,YEAR,ALL PRODUCTION PRACTICES,ALABAMA,AL,01,RANDOLPH,111,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,140.3,4.5
2021,YEAR,ALL PRODUCTION PRACTICES,ALABAMA,AL,01,TUSCALOOSA,125,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,167.9,4.8
2021,YEAR,ALL PRODUCTION PRACTICES,ALABAMA,AL,01,WALKER,127,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,128.2,5.4
2021,YEAR,ALL PRODUCTION PRACTICES,ALABAMA,AL,01,DALLAS,047,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,153.8,7.6
2021,YEAR,ALL PRODUCTION PRACTICES,ALABAMA,AL,01,ELMORE,051,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,147.6,8.5
2021,YEAR,ALL PRODUCTION PRACTICES,ALABAMA,AL,01,PERRY,105,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,152.6,4.2
2021,YEAR,ALL PRODUCTION PRACTICES,ALABAMA,AL,01,BALDWIN,003,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,154.2,6.0
2021,YEAR,ALL PRODUCTION PRACTICES,ALABAMA,AL,01,MONROE,099,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,191.8,12.2
2021,YEAR,ALL PRODUCTION PRACTICES,ALABAMA,AL,01,WILCOX,131,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,138.3,5.7
2021,YEAR,ALL PRODUCTION PRACTICES,ALABAMA,AL,01,BARBOUR,005,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,189.2,3.2
2021,YEAR,ALL PRODUCTION PRACTICES,ALABAMA,AL,01,COVINGTON,039,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,108.5,17.8
2021,YEAR,ALL PRODUCTION PRACTICES,ALABAMA,AL,01,DALE,045,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,122.2,15.4
2021,YEAR,ALL PRODUCTION PRACTICES,ALABAMA,AL,01,HENRY,067,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,164.9,10.6
2021,YEAR,ALL PRODUCTION PRACTICES,ALABAMA,AL,01,OTHER COUNTIES,,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,137.3,2.3
2021,YEAR,ALL PRODUCTION PRACTICES,ARKANSAS,AR,05,JACKSON,067,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,183.7,3.2
2021,YEAR,ALL PRODUCTION PRACTICES,ARKANSAS,AR,05,POINSETT,111,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,176.6,4.6
2021,YEAR,ALL PRODUCTION PRACTICES,ARKANSAS,AR,05,WHITE,145,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,185.3,5.7
2021,YEAR,ALL PRODUCTION PRACTICES,ARKANSAS,AR,05,JOHNSON,071,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,141.5,12.1
2021,YEAR,ALL PRODUCTION PRACTICES,ARKANSAS,AR,05,LOGAN,083,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,161.5,9.6
2021,YEAR,ALL PRODUCTION PRACTICES,ARKANSAS,AR,05,YELL,149,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,157.2,12.4
2021,YEAR,ALL PRODUCTION PRACTICES,ARKANSAS,AR,05,CONWAY,029,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,161.4,2.9
2021,YEAR,ALL PRODUCTION PRACTICES,ARKANSAS,AR,05,ARKANSAS,001,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,190.1,1.8
2021,YEAR,ALL PRODUCTION PRACTICES,ARKANSAS,AR,05,CRITTENDEN,035,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,187.9,2.1
2021,YEAR,ALL PRODUCTION PRACTICES,ARKANSAS,AR,05,CROSS,037,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,194.1,4.3
2021,YEAR,ALL PRODUCTION PRACTICES,ARKANSAS,AR,05,LEE,077,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,186.4,2.7
2021,YEAR,ALL PRODUCTION PRACTICES,ARKANSAS,AR,05,LONOKE,085,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,189.8,4.1
2021,YEAR,ALL PRODUCTION PRACTICES,ARKANSAS,AR,05,MONROE,095,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,173.8,3.8
2021,YEAR,ALL PRODUCTION PRACTICES,ARKANSAS,AR,05,PHILLIPS,107,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,186.5,3.8
2021,YEAR,ALL PRODUCTION PRACTICES,ARKANSAS,AR,05,PRAIRIE,117,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,189.0,3.4
2021,YEAR,ALL PRODUCTION PRACTICES,ARKANSAS,AR,05,SAINT FRANCIS,123,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,178.9,2.5
2021,YEAR,ALL PRODUCTION PRACTICES,ARKANSAS,AR,05,WOODRUFF,147,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,194.0,2.6
2021,YEAR,ALL PRODUCTION PRACTICES,ARKANSAS,AR,05,LAFAYETTE,073,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,150.9,3.8
2021,YEAR,ALL PRODUCTION PRACTICES,ARKANSAS,AR,05,ASHLEY,003,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,186.0,1.3
2021,YEAR,ALL PRODUCTION PRACTICES,ARKANSAS,AR,05,CHICOT,017,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,181.9,1.3
2021,YEAR,ALL PRODUCTION PRACTICES,ARKANSAS,AR,05,DESHA,041,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,186.0,4.8
2021,YEAR,ALL PRODUCTION PRACTICES,ARKANSAS,AR,05,DREW,043,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,182.0,3.1
2021,YEAR,ALL PRODUCTION PRACTICES,ARKANSAS,AR,05,JEFFERSON,069,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,190.0,1.5
2021,YEAR,ALL PRODUCTION PRACTICES,ARKANSAS,AR,05,LINCOLN,079,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,180.7,2.0
2021,YEAR,ALL PRODUCTION PRACTICES,ARKANSAS,AR,05,OTHER COUNTIES,,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,182.7,1.4
2021,YEAR,ALL PRODUCTION PRACTICES,CALIFORNIA,CA,06,COLUSA,011,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,195.1,8.4
2021,YEAR,ALL PRODUCTION PRACTICES,CALIFORNIA,CA,06,SACRAMENTO,067,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,277.1,3.5
2021,YEAR,ALL PRODUCTION PRACTICES,CALIFORNIA,CA,06,SUTTER,101,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,177.7,32.1
2021,YEAR,ALL PRODUCTION PRACTICES,CALIFORNIA,CA,06,KERN,029,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,161.0,17.1
2021,YEAR,ALL PRODUCTION PRACTICES,CALIFORNIA,CA,06,SAN JOAQUIN,077,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,220.5,3.6
2021,YEAR,ALL PRODUCTION PRACTICES,CALIFORNIA,CA,06,OTHER COUNTIES,,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,162.1,2.5
2021,YEAR,ALL PRODUCTION PRACTICES,COLORADO,CO,08,LOGAN,075,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,154.0,11.8
2021,YEAR,ALL PRODUCTION PRACTICES,COLORADO,CO,08,MORGAN,087,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,193.0,7.4
2021,YEAR,ALL PRODUCTION PRACTICES,COLORADO,CO,08,WELD,123,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,168.7,10.2
2021,YEAR,ALL PRODUCTION PRACTICES,COLORADO,CO,08,ADAMS,001,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,40.6,22.2
2021,YEAR,ALL PRODUCTION PRACTICES,COLORADO,CO,08,CHEYENNE,017,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,67.7,15.0
2021,YEAR,ALL PRODUCTION PRACTICES,COLORADO,CO,08,ELBERT,039,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,26.4,51.3
2021,YEAR,ALL PRODUCTION PRACTICES,COLORADO,CO,08,KIOWA,061,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,39.2,47.0
2021,YEAR,ALL PRODUCTION PRACTICES,COLORADO,CO,08,KIT CARSON,063,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,106.5,8.0
2021,YEAR,ALL PRODUCTION PRACTICES,COLORADO,CO,08,LINCOLN,073,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,38.0,8.6
2021,YEAR,ALL PRODUCTION PRACTICES,COLORADO,CO,08,PHILLIPS,095,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,138.4,15.8
2021,YEAR,ALL PRODUCTION PRACTICES,COLORADO,CO,08,WASHINGTON,121,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,46.7,14.2
2021,YEAR,ALL PRODUCTION PRACTICES,COLORADO,CO,08,YUMA,125,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,187.6,5.6
2021,YEAR,ALL PRODUCTION PRACTICES,COLORADO,CO,08,DELTA,029,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,215.8,7.9
2021,YEAR,ALL PRODUCTION PRACTICES,COLORADO,CO,08,MESA,077,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,221.8,5.5
2021,YEAR,ALL PRODUCTION PRACTICES,COLORADO,CO,08,BENT,011,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,185.3,9.3
2021,YEAR,ALL PRODUCTION PRACTICES,COLORADO,CO,08,PUEBLO,101,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,204.5,16.3
2021,YEAR,ALL PRODUCTION PRACTICES,COLORADO,CO,08,OTHER COUNTIES,,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,138.9,5.1
2021,YEAR,ALL PRODUCTION PRACTICES,DELAWARE,DE,10,NEW CASTLE,003,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,179.4,4.8
2021,YEAR,ALL PRODUCTION PRACTICES,DELAWARE,DE,10,KENT,001,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,188.5,2.2
2021,YEAR,ALL PRODUCTION PRACTICES,DELAWARE,DE,10,SUSSEX,005,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,182.3,1.4
2021,YEAR,ALL PRODUCTION PRACTICES,GEORGIA,GA,13,BARTOW,015,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,181.2,7.7
2021,YEAR,ALL PRODUCTION PRACTICES,GEORGIA,GA,13,CHATTOOGA,055,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,168.7,4.3
2021,YEAR,ALL PRODUCTION PRACTICES,GEORGIA,GA,13,GORDON,129,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,150.6,4.3
2021,YEAR,ALL PRODUCTION PRACTICES,GEORGIA,GA,13,WHITFIELD,313,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,139.1,3.0
2021,YEAR,ALL PRODUCTION PRACTICES,GEORGIA,GA,13,UNION,291,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,148.9,16.7
2021,YEAR,ALL PRODUCTION PRACTICES,GEORGIA,GA,13,WALTON,297,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,70.3,21.3
2021,YEAR,ALL PRODUCTION PRACTICES,GEORGIA,GA,13,BANKS,011,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,151.0,13.6
2021,YEAR,ALL PRODUCTION PRACTICES,GEORGIA,GA,13,FRANKLIN,119,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,151.1,16.1
2021,YEAR,ALL PRODUCTION PRACTICES,GEORGIA,GA,13,HART,147,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,190.9,2.2
2021,YEAR,ALL PRODUCTION PRACTICES,GEORGIA,GA,13,CARROLL,045,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,145.4,1.6
2021,YEAR,ALL PRODUCTION PRACTICES,GEORGIA,GA,13,MACON,193,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,216.1,3.3
2021,YEAR,ALL PRODUCTION PRACTICES,GEORGIA,GA,13,BLECKLEY,023,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,196.6,3.5
2021,YEAR,ALL PRODUCTION PRACTICES,GEORGIA,GA,13,DODGE,091,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,203.2,3.7
2021,YEAR,ALL PRODUCTION PRACTICES,GEORGIA,GA,13,JOHNSON,167,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,162.8,16.4
2021,YEAR,ALL PRODUCTION PRACTICES,GEORGIA,GA,13,LAURENS,175,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,168.1,13.9
2021,YEAR,ALL PRODUCTION PRACTICES,GEORGIA,GA,13,TWIGGS,289,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,164.7,12.7
2021,YEAR,ALL PRODUCTION PRACTICES,GEORGIA,GA,13,WASHINGTON,303,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,199.6,7.1
2021,YEAR,ALL PRODUCTION PRACTICES,GEORGIA,GA,13,BULLOCH,031,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,158.9,8.6
2021,YEAR,ALL PRODUCTION PRACTICES,GEORGIA,GA,13,BURKE,033,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,203.5,3.4
2021,YEAR,ALL PRODUCTION PRACTICES,GEORGIA,GA,13,CANDLER,043,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,84.0,11.8
2021,YEAR,ALL PRODUCTION PRACTICES,GEORGIA,GA,13,EMANUEL,107,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,139.6,8.8
2021,YEAR,ALL PRODUCTION PRACTICES,GEORGIA,GA,13,JEFFERSON,163,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,204.6,3.6
2021,YEAR,ALL PRODUCTION PRACTICES,GEORGIA,GA,13,SCREVEN,251,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,179.5,2.0
2021,YEAR,ALL PRODUCTION PRACTICES,GEORGIA,GA,13,BAKER,007,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,202.0,5.1
2021,YEAR,ALL PRODUCTION PRACTICES,GEORGIA,GA,13,CALHOUN,037,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,225.6,3.9
2021,YEAR,ALL PRODUCTION PRACTICES,GEORGIA,GA,13,DECATUR,087,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,196.5,5.4
2021,YEAR,ALL PRODUCTION PRACTICES,GEORGIA,GA,13,EARLY,099,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,200.6,3.9
2021,YEAR,ALL PRODUCTION PRACTICES,GEORGIA,GA,13,LEE,177,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,197.0,4.7
2021,YEAR,ALL PRODUCTION PRACTICES,GEORGIA,GA,13,MILLER,201,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,189.4,3.9
2021,YEAR,ALL PRODUCTION PRACTICES,GEORGIA,GA,13,MITCHELL,205,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,195.5,5.0
2021,YEAR,ALL PRODUCTION PRACTICES,GEORGIA,GA,13,RANDOLPH,243,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,191.8,12.2
2021,YEAR,ALL PRODUCTION PRACTICES,GEORGIA,GA,13,SEMINOLE,253,COUNTY,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,207.2,7.7
