Year,State,County,Crop Fire CO2,Crop Fire N2O,Crop Residue CO2,Crop Residue N2O,Manure Fertilizer CO2,Manure Fertilizer N2O,Rice CO2,Rice N2O,Soil CO2,Soil N2O,Synthetic Fertilizer CO2,Synthetic Fertilizer N2O,Corn Grain Harvested,Corn Silage Harvested,Corn Planted,Corn Grain Production,Corn Silage Production,Corn Grain Yield,Corn Silage Yield
2021,ALABAMA,PERRY,587.8719979947527,0.4472601199484488,876.14982,3.20934,1319.0268,4.8316,188.33886320979525,0.0,27055.613914079902,13.36250478262649,8084.7039,29.6143,5820.0,0.0,6000.0,888000.0,0.0,152.6,0.0
2021,ALABAMA,RANDOLPH,3.45646402494622e-05,1.1119349902318707e-07,739.79724,2.70988,3832.20474,14.03738,211.59976244954643,0.0,21691.237029394004,10.71309117090568,24194.7615,88.6255,770.0,0.0,800.0,108000.0,0.0,140.3,0.0
2021,ALABAMA,TUSCALOOSA,7.71322892164681e-05,2.4813245744054777e-07,845.3772600000001,3.09662,2866.0632,10.4984,513.091077009628,0.0,48404.80780181742,23.906664169882237,20620.7274,75.5338,2520.0,0.0,2600.0,423000.0,0.0,167.9,0.0
2021,ALABAMA,WALKER,4.776370000205363e-05,1.5365451198656072e-07,883.60818,3.23666,798.9945600000001,2.9267200000000004,379.41596284849743,0.0,29974.38222032507,14.80405608415814,3149.38806,11.53622,680.0,0.0,700.0,87200.0,0.0,128.2,0.0
2021,ALABAMA,WILCOX,29.31119341812319,0.0223001713562352,402.25458,1.4734600000000002,1384.40484,5.07108,201.07068041969487,0.0,34210.0166765557,15.697315822686823,9676.79076,35.44611999999999,1930.0,0.0,2000.0,267000.0,0.0,138.3,0.0
2021,ARKANSAS,ARKANSAS,19827.03192,15.08414,70482.58308,258.17796,38688.741,141.71699999999998,264994.941595068,0.0,38531.16192815694,19.030166426096503,167737.30974,614.42238,53400.0,0.0,53900.0,10149000.0,0.0,190.1,0.0
2021,ARKANSAS,ASHLEY,5066.772558556728,3.8547200549278657,26698.75572,97.79764,12060.74688,44.17856,30706.75238418,0.0,34626.169188890075,17.101528461336812,59805.81516,219.06892,38900.0,0.0,39500.0,7235000.0,0.0,186.0,0.0
2021,ARKANSAS,CHICOT,10424.085601567454,7.93048,53860.07172,197.28964,24707.14974,90.50238,84194.978435982,0.0,24889.34057840388,11.420510062053442,118358.64222,433.54814,35800.0,0.0,37000.0,6512000.0,0.0,181.9,0.0
2021,ARKANSAS,CONWAY,3388.3932796978006,2.5778400608780694,1919.00982,7.02934,4874.47506,17.85522,9226.286824248,0.0,21189.573731863533,9.722866672705145,23646.76314,86.61818,3290.0,0.0,3800.0,531000.0,0.0,161.4,0.0
2021,ARKANSAS,CRITTENDEN,20739.502740209897,15.77836,44178.80922,161.82714,17253.74742,63.20054,130290.30246222,0.0,22688.86291850399,10.410817692862434,83960.86608,307.54896,21400.0,0.0,21900.0,4021000.0,0.0,187.9,0.0
2021,ARKANSAS,CROSS,36836.26464099473,28.02454,46911.60474,171.83738,21697.29744,79.47728,269688.979455336,0.0,23344.44563296305,10.711632773254095,95669.56308,350.43796,23800.0,0.0,24400.0,4620000.0,0.0,194.1,0.0
2021,ARKANSAS,DESHA,11540.938861779849,8.78022,48202.86744,176.56728,20234.92926,74.12062,94755.360443184,0.0,29358.704522377942,13.471284196962564,96325.58754,352.84098,37000.0,0.0,38400.0,6882000.0,0.0,186.0,0.0
2021,ARKANSAS,DREW,4089.3059538932457,3.111080038142129,16336.03062,59.83894,7008.2922,25.671399999999995,23309.464391946003,0.0,31165.83255886406,15.392501827712454,30847.1982,112.9934,17200.0,0.0,17900.0,3130000.0,0.0,182.0,0.0
2021,ARKANSAS,JACKSON,42551.18814,32.37238,46380.5706,169.8922,23008.55466,84.28042,369281.916409644,0.0,24034.23267353552,11.870273950048642,113587.9836,416.0732,18400.0,0.0,18900.0,3380000.0,0.0,183.7,0.0
2021,ARKANSAS,JEFFERSON,18424.00392008143,14.01674,41454.01806,151.84622,22351.77126,81.87462,220544.733632328,0.0,33035.66848711982,16.315995621399455,103592.07222,379.45814,42900.0,0.0,43300.0,8151000.0,0.0,190.0,0.0
2021,ARKANSAS,JOHNSON,1011.774518967875,0.7697601289026345,808.00902,2.95974,1521.20514,5.57218,268.08878029143983,0.0,25145.872940096877,12.41930227465657,6700.653960000001,24.54452,2000.0,0.0,2100.0,283000.0,0.0,141.5,0.0
2021,ARKANSAS,LAFAYETTE,2589.675549035328,1.970180023784807,1874.54904,6.86648,8043.9177,29.464900000000004,16260.948336275998,0.0,20408.575183283418,9.364504354731656,35986.96374,131.82038,13100.0,0.0,13500.0,1977000.0,0.0,150.9,0.0
2021,ARKANSAS,LEE,10688.686380809371,8.1318,41856.7422,153.3214,20270.42472,74.25064,74049.79716367202,0.0,22837.081626138573,10.47882806206418,97897.49424,358.59887999999995,54100.0,0.0,54600.0,10084000.0,0.0,186.4,0.0
2021,ARKANSAS,LINCOLN,9009.627901413856,6.85442,26183.47368,95.91016,11221.998060000002,41.10622,77066.96684553,0.0,21702.63847865086,9.9582871767041,50446.7145,184.7865,20300.0,0.0,21300.0,3668000.0,0.0,180.7,0.0
2021,ARKANSAS,LOGAN,1529.1180344500797,1.1633401113438542,1505.49672,5.51464,3358.67532,12.30284,207.67521090140212,0.0,26981.504567820808,13.325902896712194,14956.463339999998,54.78558,2050.0,0.0,2200.0,331000.0,0.0,161.5,0.0
2021,ARKANSAS,LONOKE,22561.03986,17.16416,46305.88872,169.61864,24012.211860000003,87.95682,308408.72919584403,0.0,29421.41243972917,13.500057815886864,99667.56618,365.08266,43300.0,0.0,43600.0,8218000.0,0.0,189.8,0.0
2021,ARKANSAS,MONROE,12409.611660273173,9.44106,43316.89362,158.66994,24405.83418,89.39866,143127.18039645,0.0,23110.71614362077,10.604385657709852,120191.50962,440.26194,31900.0,0.0,32200.0,5544000.0,0.0,173.8,0.0
2021,ARKANSAS,PHILLIPS,19570.56870050468,14.88904,55434.70296,203.05752,31653.54738,115.94706,71079.333059808,0.0,26274.61536840678,12.056145410772336,157004.51676,575.10812,44700.0,0.0,45600.0,8337000.0,0.0,186.5,0.0
2021,ARKANSAS,POINSETT,55911.211740245424,42.53652,63891.36936,234.03432,30518.08032,111.78784,401785.534552752,0.0,28617.611020687888,14.133959973914385,135900.45377999998,497.80386,31400.0,0.0,31600.0,5545000.0,0.0,176.6,0.0
2021,ARKANSAS,PRAIRIE,17249.8092,13.12346,43842.2439,160.5943,20367.77106,74.60722,228346.162693596,0.0,25231.383733577917,11.577457060428763,85644.88296,313.71752,25700.0,0.0,26300.0,4857000.0,0.0,189.0,0.0
2021,ARKANSAS,SAINT FRANCIS,19037.36262167964,14.48338,42013.078380000006,153.89406,15787.33338,57.82906,149084.51395176002,0.0,23994.32763943625,11.0098320755094,72183.00726,264.40662000000003,35000.0,0.0,35200.0,6262000.0,0.0,178.9,0.0
2021,ARKANSAS,WHITE,5795.347323425394,4.409040006741312,20188.48104,73.95048,11054.9712,40.4944,33951.369135618,0.0,38696.48278329578,19.11181678984268,44197.16028,161.89436,6650.0,0.0,6800.0,1232000.0,0.0,185.3,0.0
2021,ARKANSAS,WOODRUFF,21929.03664076161,16.68332,42516.23376,155.73711999999998,22189.2216,81.2792,223423.76913453,0.0,22267.00968103247,10.997459688125709,117311.93292,429.71404,24200.0,0.0,24400.0,4695000.0,0.0,194.0,0.0
2021,ARKANSAS,YELL,242.352761025264,0.1843801272254655,1619.86734,5.93358,3449.20212,12.63444,4271.450881824,0.0,35350.16053886073,17.459100753256916,16568.64846,60.69102,3740.0,0.0,3900.0,588000.0,0.0,157.2,0.0
2021,CALIFORNIA,COLUSA,25637.71506976614,19.50482002986585,31409.196000000004,115.052,28140.5124,103.0788,563874.028989948,0.0,43639.0064425742,21.55288119315243,141528.92754,518.42098,1440.0,0.0,2000.0,281000.0,0.0,195.1,0.0
2021,CALIFORNIA,HUMBOLDT,0.0002121206083288,6.82386175142598e-07,0.0,0.0,8310.04902,30.43974,750.7061347617878,0.0,133117.4969816631,61.08115676771159,4139.42802,15.16274,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2021,CALIFORNIA,KERN,154010.05639061486,117.16884023932316,29990.11470000001,109.8539,101493.61404,371.77148,4016.462831057848,0.0,298119.11710094794,147.23813478062326,378205.68786,1385.36882,3130.0,24800.0,28100.0,504000.0,620000.0,161.0,25.0
2021,CALIFORNIA,MADERA,141104.69737793496,107.35058005484692,10061.88456,36.85672,61058.80872,223.65864,826.5693976784756,0.0,79707.45761818712,36.57388265798646,245891.27472,900.70064,0.0,10100.0,10100.0,0.0,308000.0,0.0,30.5
2021,CALIFORNIA,SACRAMENTO,10372.446360490796,7.8912,19138.94346,70.10602,39948.04086,146.32981999999998,61823.012847336,0.0,25248.48590128582,11.585304414912738,163785.67296,599.94752,6870.0,0.0,18900.0,1904000.0,0.0,277.1,0.0
2021,CALIFORNIA,SAN JOAQUIN,96374.36826,73.32036,44754.45156,163.93572,121983.15402,446.82474,53331.95634237,0.0,48467.51570841276,22.239389954386567,518012.73342,1897.48254,7330.0,27400.0,35100.0,1616000.0,837000.0,220.5,30.5
2021,CALIFORNIA,SUTTER,16392.31326,12.47106,29825.59944,109.25128,39478.59006,144.61022000000003,486189.792267696,0.0,22004.776597836077,10.096923691376514,154332.50742,565.32054,2150.0,0.0,3000.0,382000.0,0.0,177.7,0.0
2021,COLORADO,ADAMS,3.429363909812412,0.0026202056260858,6615.07938,24.23106,3431.67552,12.57024,2277.7443152170213,0.0,40144.46549515576,19.82696137956941,34085.78082,124.85634,24700.0,0.0,29100.0,1003000.0,0.0,40.6,0.0
2021,COLORADO,BENT,227.286447059202,0.1729202831239769,7188.799800000001,26.3326,6886.435920000001,25.225040000000003,134.85204014905528,0.0,57218.1198804121,28.259473356729565,39903.7548,146.1676,4420.0,0.0,5400.0,819000.0,0.0,185.3,0.0
2021,COLORADO,CHEYENNE,0.0001073820269293,3.454450334301368e-07,11225.503379999998,41.11906,6321.12936,23.154319999999995,163.1374334446863,0.0,67388.20314663809,33.28237864789105,59619.028560000006,218.38472,67300.0,0.0,76800.0,4556000.0,0.0,67.7,0.0
2021,COLORADO,DELTA,706.5123672355587,0.5375002194939215,4273.56384,15.65408,7040.88294,25.79078,335.2791841389315,0.0,42818.10285349941,19.6471486633411,48576.47886,177.93581999999998,3300.0,0.0,4300.0,712000.0,0.0,215.8,0.0
2021,COLORADO,ELBERT,0.0001110883011,3.5736801571494533e-07,902.23224,3.30488,620.0048400000001,2.27108,278.10712392378406,0.0,69714.09663060082,31.98841445914273,3051.52302,11.17774,4200.0,0.0,8000.0,110900.0,0.0,26.4,0.0
2021,COLORADO,KIOWA,17.385646332173675,0.0132203423518364,7539.26082,27.61634,3464.38092,12.69004,80.38249795026417,0.0,66846.63481066238,30.67267543970178,39480.28266,144.61642,25900.0,0.0,29900.0,1015000.0,0.0,39.2,0.0
2021,COLORADO,KIT CARSON,0.0888695920663816,6.041689525820376e-05,32204.97462,117.96694,19707.00732,72.18684,236.41892417130268,0.0,81326.46190261953,37.31676512458388,149954.87052,549.28524,193600.0,0.0,226500.0,20618000.0,0.0,106.5,0.0
2021,COLORADO,LINCOLN,0.000154836870756,4.98105963577413e-07,2792.0529,10.2273,1483.92972,5.43564,235.45336159007,0.0,97168.76091343528,47.99070671805989,13214.98542,48.40654000000001,18000.0,0.0,22600.0,684000.0,0.0,38.0,0.0
2021,COLORADO,LOGAN,13.87900918131582,0.0105603505871877,20445.7617,74.8929,11818.65594,43.29178,289.4486619146771,0.0,69514.57146766265,34.33257129735555,80413.40034,294.55458,85100.0,0.0,97800.0,13105000.0,0.0,154.0,0.0
2021,COLORADO,MESA,2644.1878902504,2.011660634752692,1383.8097000000002,5.0689,7813.26546,28.62002,940.6188119062886,0.0,123825.3244791096,61.1561244116256,46873.26462,171.69694,2570.0,0.0,4100.0,570000.0,0.0,221.8,0.0
2021,COLORADO,MORGAN,39.063737011402,0.0297202484831332,23142.95802,84.77274,13804.14126,50.56462,336.59650263436464,0.0,48473.2164309336,23.940450526999864,102753.19236000002,376.38532,51200.0,0.0,66700.0,9882000.0,0.0,193.0,0.0
2021,COLORADO,PHILLIPS,5.130940137153247,0.0039001286032884,22538.1156,82.5572,13108.10592,48.01504,139.85298317292256,0.0,25915.47006068483,11.891351064869228,85950.8286,314.8382,102500.0,0.0,118000.0,14186000.0,0.0,138.4,0.0
2021,COLORADO,PUEBLO,8.090540519020898,0.006160452138191,918.41022,3.36414,5111.63016,18.72392,928.0067199776925,0.0,88201.52941549919,40.47139983500553,29302.25844,107.33428,4670.0,0.0,5600.0,955000.0,0.0,204.5,0.0
2021,COLORADO,WASHINGTON,0.5706312075127644,0.0004404863899555,17772.458339999997,65.10058,9295.61178,34.049859999999995,194.42381876084255,0.0,94951.18110036248,43.568487310646496,80535.08736,295.00032,109700.0,0.0,131000.0,5123000.0,0.0,46.7,0.0
2021,COLORADO,WELD,427.9344502564834,0.3255807443579743,54733.98294,200.49078,35783.38218,131.07466,1695.7221878874009,0.0,147523.2147189745,67.69124126761265,224849.60316,823.62492,78300.0,0.0,107500.0,13209000.0,0.0,168.7,0.0
2021,COLORADO,YUMA,9.64820035632101,0.0073404505497538,40599.66456,148.71671999999998,25567.83138,93.65506,216.97938326715223,0.0,89449.98695003138,41.04425638740221,168415.05408,616.9049600000001,203000.0,0.0,239000.0,38077000.0,0.0,187.6,0.0
2021,DELAWARE,KENT,394.0571574142344,0.2997800552001092,28341.00906,103.81322,10884.52638,39.87006,490.43355983981854,0.0,19975.32051792148,9.865616681361493,57734.78802000001,211.48274,53900.0,0.0,54500.0,10160000.0,0.0,188.5,0.0
2021,DELAWARE,NEW CASTLE,86.32759393127112,0.0656800452443381,11361.5502,41.6174,4162.163460000001,15.24602,418.1461764539961,0.0,10101.67464615055,4.635168078340096,23592.50712,86.41944,17100.0,0.0,17100.0,3068000.0,0.0,179.4,0.0
2021,DELAWARE,SUSSEX,692.6442956126992,0.5269601163398785,35911.42464,131.54368000000002,20889.21198,76.51726,612.5102981215222,0.0,33064.17208446234,16.33007327112572,125266.21926,458.85062,96000.0,0.0,98400.0,17500000.0,0.0,182.3,0.0
2021,GEORGIA,ATKINSON,2860.052354452435,2.175880048979252,763.9359,2.7983,3748.75956,13.73172,83.13155623451972,0.0,12923.530711838075,5.929980831226521,24281.04042,88.94154,3200.0,0.0,3200.0,505000.0,0.0,157.8,0.0
2021,GEORGIA,BAKER,21571.84680493269,16.411580017816778,2540.59806,9.30622,13486.95894,49.40278000000001,115.10405163753602,0.0,13105.953730949328,6.013685898411705,84022.39482,307.77434,10800.0,0.0,11600.0,2182000.0,0.0,202.0,0.0
2021,GEORGIA,BANKS,1.396211618254645e-05,4.491574455573158e-08,310.18260000000004,1.1362,1260.64302,4.61774,180.415934190502,0.0,8762.00560346538,4.327469417383129,7345.87308,26.90796,290.0,0.0,300.0,43800.0,0.0,151.0,0.0
2021,GEORGIA,BARTOW,2.5934835200752684e-05,8.343165303467263e-08,709.9801800000001,2.60066,2224.22928,8.14736,390.59527575915433,0.0,16275.55367559628,8.038337792692644,13333.91514,48.84218,1970.0,0.0,2100.0,357000.0,0.0,181.2,0.0
2021,GEORGIA,BEN HILL,9990.86850324549,7.60092001094234,1252.8570599999998,4.58922,6589.18806,24.13622,242.9464384514668,0.0,9389.084730175016,4.637177704038642,42178.42902,154.49973999999995,3750.0,0.0,3800.0,859000.0,0.0,229.1,0.0
2021,GEORGIA,BERRIEN,18642.677642230847,14.183120008171592,2016.49266,7.38642,10062.4251,36.8587,161.6998317194052,0.0,17022.34790722003,7.810729052535132,62249.36718,228.01966,8370.0,0.0,8400.0,1415000.0,0.0,169.1,0.0
2021,GEORGIA,BLECKLEY,2562.753426287365,1.94970001931296,944.02854,3.45798,3903.77442,14.29954,74.29172822682854,0.0,8163.430075406404,3.745801742853056,23796.28524,87.16588,4960.0,0.0,5100.0,975000.0,0.0,196.6,0.0
2021,GEORGIA,BRANTLEY,2.684323572346765e-05,8.63539525843328e-08,130.19915999999998,0.47692,656.71788,2.40556,94.74849295298893,0.0,16845.625602097596,8.319890777167734,4304.48382,15.76734,940.0,0.0,1000.0,105000.0,0.0,111.7,0.0
2021,GEORGIA,BULLOCH,12655.502464662482,9.628140012894976,2760.3576,10.1112,9439.673880000002,34.57756,497.5071531130965,0.0,25339.69740522368,11.627156945927606,60658.30134,222.19158,3700.0,0.0,4000.0,588000.0,0.0,158.9,0.0
2021,GEORGIA,BURKE,5713.777098216482,4.346940047772696,2438.79636,8.93332,8701.640220000001,31.87414,277.24055396184946,0.0,31348.25557168167,15.482598780935456,55081.85592,201.76504,21600.0,0.0,22100.0,4396000.0,0.0,203.5,0.0
2021,GEORGIA,CALHOUN,8813.13294335001,6.704920012271099,1758.38754,6.44098,7887.204780000001,28.89086,162.74402824976053,0.0,10529.228595096332,4.83135182859352,51767.89254,189.62598,10200.0,0.0,10900.0,2301000.0,0.0,225.6,0.0
2021,GEORGIA,CANDLER,4208.64774204283,3.2018600047373447,906.21258,3.31946,3678.3201,13.4737,230.1581951541663,0.0,9309.274658924123,4.271574193689627,22629.46686,82.89182000000001,650.0,0.0,900.0,54600.0,0.0,84.0,0.0
2021,GEORGIA,CARROLL,2.833301260656817e-05,9.114652392892772e-08,748.06914,2.7401800000000005,2321.38452,8.50324,324.1590541107668,0.0,17780.54357778079,8.158628236821187,11762.3961,43.0857,280.0,0.0,300.0,40700.0,0.0,145.4,0.0
2021,GEORGIA,CHATTOOGA,1.843144680405449e-05,5.929345850010531e-08,611.4381,2.2397,1590.15948,5.82476,207.953919679258,0.0,11566.759513072991,5.71271011642038,11160.567599999998,40.8812,1340.0,0.0,1500.0,226000.0,0.0,168.7,0.0
2021,GEORGIA,COFFEE,14230.28071259258,10.826220041209272,2234.10642,8.18354,10316.58264,37.78968,407.379342773924,0.0,22232.805366111,10.980566509387424,68244.75294,249.98078,7120.0,0.0,7600.0,1222000.0,0.0,171.6,0.0
2021,GEORGIA,COLQUITT,37737.93132314963,28.710540010498743,2752.29864,10.08168,12177.72738,44.60706,326.8606669499418,0.0,20630.90323935733,10.189402616451106,76194.70404,279.10148,5690.0,0.0,6100.0,1165000.0,0.0,204.7,0.0
2021,GEORGIA,DECATUR,28428.31836518859,21.627900015867237,3458.83356,12.669720000000002,16440.10368,60.22016,318.08040130982465,0.0,23059.409669131,10.58084360739666,103092.20922,377.62714000000005,12000.0,0.0,13000.0,2358000.0,0.0,196.5,0.0
2021,GEORGIA,DODGE,2941.787587879799,2.238080021891324,1474.11264,5.39968,6850.12146,25.09202,189.32449371926472,0.0,18783.87017502199,9.277170935653569,41563.7586,152.2482,2530.0,0.0,2700.0,514000.0,0.0,203.2,0.0
2021,GEORGIA,EARLY,20557.66122563172,15.640020020628995,3171.51198,11.61726,15307.50312,56.07144,231.953031247146,0.0,19661.780956310857,9.710762538895178,97561.20738,357.36706000000004,12200.0,0.0,12800.0,2447000.0,0.0,200.6,0.0
2021,GEORGIA,EMANUEL,3066.467595686178,2.332920045150209,1211.23548,4.43676,4931.79414,18.06518,167.18415745076456,0.0,25961.07580606941,11.912277327355422,30251.62686,110.81182,3280.0,0.0,3500.0,458000.0,0.0,139.6,0.0
2021,GEORGIA,FRANKLIN,1.587884130641281e-05,5.1081796672870825e-08,670.5153,2.4561,1555.6632,5.6984,206.2318326003552,0.0,9964.857381522776,4.921546221115096,8365.06944,30.641279999999995,470.0,0.0,500.0,71000.0,0.0,151.1,0.0
2021,GEORGIA,GORDON,2.061160808242652e-05,6.630697749603419e-08,849.75072,3.11264,2503.4919,9.1703,350.51224471345694,0.0,12934.93215164718,6.38843728655464,15154.67226,55.51162,3540.0,0.0,3700.0,533000.0,0.0,150.6,0.0
2021,GEORGIA,HART,278.6690534786868,0.2120000431943834,756.0953400000001,2.76958,1600.22772,5.86164,261.7084821853798,0.0,9354.880413509349,4.620284524438914,7722.8151,28.2887,2530.0,0.0,2700.0,483000.0,0.0,190.9,0.0
2021,GEORGIA,IRWIN,25428.026463478887,19.345300012743184,2938.94874,10.76538,14772.25386,54.11082,69.12319853856916,0.0,13567.711995063672,6.225564348342593,94777.07694,347.16878,10800.0,0.0,11300.0,1997000.0,0.0,184.9,0.0
2021,GEORGIA,JEFFERSON,2642.373488951092,2.0102800209382345,1555.70142,5.69854,5755.24404,21.08148,168.14352276745117,0.0,20003.82411918844,9.879694333026,35342.853,129.461,14900.0,0.0,15200.0,3048000.0,0.0,204.6,0.0
2021,GEORGIA,JOHNSON,1.831335473304425e-05,5.891355954881429e-08,453.54582,1.66134,1284.21384,4.70408,63.031251005788334,0.0,11492.650160709203,5.676108227491033,7275.723,26.651,2150.0,0.0,2300.0,350000.0,0.0,162.8,0.0
2021,GEORGIA,LAURENS,24.541846076948037,0.0186801480444759,1412.30544,5.17328,4878.056820000001,17.868340000000003,473.222066225376,0.0,30584.359183978,14.033677618006095,29657.31678,108.63486,5330.0,0.0,5700.0,896000.0,0.0,168.1,0.0
2021,GEORGIA,LEE,10370.401080123036,7.88966,1971.73158,7.22246,9803.62656,35.91072,305.4041651951655,0.0,13299.778187166175,6.102622531566913,64905.56982,237.74934,13600.0,0.0,14500.0,2679000.0,0.0,197.0,0.0
2021,GEORGIA,LOWNDES,10958.779634801624,8.337300052404665,1088.3964,3.9868,5135.55042,18.81154,313.7517233864389,0.0,18008.572344892917,8.89425887178544,32620.39326,119.48862,1020.0,0.0,1100.0,177800.0,0.0,174.3,0.0
