year,reference_period_desc,prodn_practice_desc,state,state_abbr,state_fips,county,county_fips,agg_level,commodity,class,util_practice_desc,statistic_category,description,unit,value,coeff_variation_pct
2022,YEAR,ALL PRODUCTION PRACTICES,ARKANSAS,AR,05,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,173.0,
2021,YEAR,ALL PRODUCTION PRACTICES,ARKANSAS,AR,05,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,184.0,
2025,YEAR,ALL PRODUCTION PRACTICES,CALIFORNIA,CA,06,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,173.0,
2024,YEAR,ALL PRODUCTION PRACTICES,CALIFORNIA,CA,06,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,182.0,
2023,YEAR,ALL PRODUCTION PRACTICES,CALIFORNIA,CA,06,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,178.0,
2022,YEAR,ALL PRODUCTION PRACTICES,CALIFORNIA,CA,06,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,177.0,
2021,YEAR,ALL PRODUCTION PRACTICES,CALIFORNIA,CA,06,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,188.0,
2025,YEAR,ALL PRODUCTION PRACTICES,COLORADO,CO,08,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,133.0,
2024,YEAR,ALL PRODUCTION PRACTICES,COLORADO,CO,08,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,116.0,
2023,YEAR,ALL PRODUCTION PRACTICES,COLORADO,CO,08,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,122.0,
2022,YEAR,ALL PRODUCTION PRACTICES,COLORADO,CO,08,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,121.0,
2021,YEAR,ALL PRODUCTION PRACTICES,COLORADO,CO,08,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,129.0,
2025,YEAR,ALL PRODUCTION PRACTICES,DELAWARE,DE,10,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,191.0,
2024,YEAR,ALL PRODUCTION PRACTICES,DELAWARE,DE,10,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,171.0,
2023,YEAR,ALL PRODUCTION PRACTICES,DELAWARE,DE,10,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,189.0,
2022,YEAR,ALL PRODUCTION PRACTICES,DELAWARE,DE,10,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,170.0,
2021,YEAR,ALL PRODUCTION PRACTICES,DELAWARE,DE,10,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,184.0,
2025,YEAR,ALL PRODUCTION PRACTICES,FLORIDA,FL,12,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,155.0,
2024,YEAR,ALL PRODUCTION PRACTICES,FLORIDA,FL,12,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,141.0,
2023,YEAR,ALL PRODUCTION PRACTICES,FLORIDA,FL,12,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,158.0,
2022,YEAR,ALL PRODUCTION PRACTICES,FLORIDA,FL,12,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,164.0,
2021,YEAR,ALL PRODUCTION PRACTICES,FLORIDA,FL,12,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,176.0,
2025,YEAR,ALL PRODUCTION PRACTICES,GEORGIA,GA,13,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,187.0,
2024,YEAR,ALL PRODUCTION PRACTICES,GEORGIA,GA,13,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,163.0,
2023,YEAR,ALL PRODUCTION PRACTICES,GEORGIA,GA,13,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,174.0,
2022,YEAR,ALL PRODUCTION PRACTICES,GEORGIA,GA,13,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,175.0,
2021,YEAR,ALL PRODUCTION PRACTICES,GEORGIA,GA,13,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,182.0,
2025,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,209.0,
2024,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,206.0,
2023,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,203.0,
2022,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,216.0,
2021,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,210.0,
2025,YEAR,ALL PRODUCTION PRACTICES,ILLINOIS,IL,17,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,214.0,
2024,YEAR,ALL PRODUCTION PRACTICES,ILLINOIS,IL,17,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,217.0,
2023,YEAR,ALL PRODUCTION PRACTICES,ILLINOIS,IL,17,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,206.0,
2022,YEAR,ALL PRODUCTION PRACTICES,ILLINOIS,IL,17,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,214.0,
2021,YEAR,ALL PRODUCTION PRACTICES,ILLINOIS,IL,17,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,202.0,
2025,YEAR,ALL PRODUCTION PRACTICES,INDIANA,IN,18,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,204.0,
2024,YEAR,ALL PRODUCTION PRACTICES,INDIANA,IN,18,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,198.0,
2023,YEAR,ALL PRODUCTION PRACTICES,INDIANA,IN,18,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,203.0,
2022,YEAR,ALL PRODUCTION PRACTICES,INDIANA,IN,18,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,190.0,
2021,YEAR,ALL PRODUCTION PRACTICES,INDIANA,IN,18,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,195.0,
2025,YEAR,ALL PRODUCTION PRACTICES,IOWA,IA,19,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,210.0,
2024,YEAR,ALL PRODUCTION PRACTICES,IOWA,IA,19,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,211.0,
2023,YEAR,ALL PRODUCTION PRACTICES,IOWA,IA,19,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,201.0,
2022,YEAR,ALL PRODUCTION PRACTICES,IOWA,IA,19,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,200.0,
2021,YEAR,ALL PRODUCTION PRACTICES,IOWA,IA,19,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,204.0,
2025,YEAR,ALL PRODUCTION PRACTICES,KANSAS,KS,20,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,145.0,
2024,YEAR,ALL PRODUCTION PRACTICES,KANSAS,KS,20,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,129.0,
2023,YEAR,ALL PRODUCTION PRACTICES,KANSAS,KS,20,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,119.0,
2022,YEAR,ALL PRODUCTION PRACTICES,KANSAS,KS,20,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,115.0,
2021,YEAR,ALL PRODUCTION PRACTICES,KANSAS,KS,20,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,139.0,
2025,YEAR,ALL PRODUCTION PRACTICES,KENTUCKY,KY,21,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,167.0,
2024,YEAR,ALL PRODUCTION PRACTICES,KENTUCKY,KY,21,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,178.0,
2023,YEAR,ALL PRODUCTION PRACTICES,KENTUCKY,KY,21,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,187.0,
2022,YEAR,ALL PRODUCTION PRACTICES,KENTUCKY,KY,21,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,156.0,
2021,YEAR,ALL PRODUCTION PRACTICES,KENTUCKY,KY,21,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,192.0,
2025,YEAR,ALL PRODUCTION PRACTICES,LOUISIANA,LA,22,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,193.0,
2024,YEAR,ALL PRODUCTION PRACTICES,LOUISIANA,LA,22,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,185.0,
2023,YEAR,ALL PRODUCTION PRACTICES,LOUISIANA,LA,22,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,175.0,
2022,YEAR,ALL PRODUCTION PRACTICES,LOUISIANA,LA,22,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,170.0,
2021,YEAR,ALL PRODUCTION PRACTICES,LOUISIANA,LA,22,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,183.0,
2025,YEAR,ALL PRODUCTION PRACTICES,MARYLAND,MD,24,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,171.0,
2024,YEAR,ALL PRODUCTION PRACTICES,MARYLAND,MD,24,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,143.0,
2023,YEAR,ALL PRODUCTION PRACTICES,MARYLAND,MD,24,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,165.0,
2022,YEAR,ALL PRODUCTION PRACTICES,MARYLAND,MD,24,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,165.0,
2021,YEAR,ALL PRODUCTION PRACTICES,MARYLAND,MD,24,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,175.0,
2025,YEAR,ALL PRODUCTION PRACTICES,MICHIGAN,MI,26,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,178.0,
2024,YEAR,ALL PRODUCTION PRACTICES,MICHIGAN,MI,26,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,181.0,
2023,YEAR,ALL PRODUCTION PRACTICES,MICHIGAN,MI,26,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,168.0,
2022,YEAR,ALL PRODUCTION PRACTICES,MICHIGAN,MI,26,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,168.0,
2021,YEAR,ALL PRODUCTION PRACTICES,MICHIGAN,MI,26,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,174.0,
2025,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,201.0,
2024,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,174.0,
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,185.0,
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,195.0,
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,177.0,
2025,YEAR,ALL PRODUCTION PRACTICES,MISSISSIPPI,MS,28,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,180.0,
2024,YEAR,ALL PRODUCTION PRACTICES,MISSISSIPPI,MS,28,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,186.0,
2023,YEAR,ALL PRODUCTION PRACTICES,MISSISSIPPI,MS,28,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,181.0,
2022,YEAR,ALL PRODUCTION PRACTICES,MISSISSIPPI,MS,28,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,165.0,
2021,YEAR,ALL PRODUCTION PRACTICES,MISSISSIPPI,MS,28,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,181.0,
2025,YEAR,ALL PRODUCTION PRACTICES,MISSOURI,MO,29,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,185.0,
2024,YEAR,ALL PRODUCTION PRACTICES,MISSOURI,MO,29,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,183.0,
2023,YEAR,ALL PRODUCTION PRACTICES,MISSOURI,MO,29,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,153.0,
2022,YEAR,ALL PRODUCTION PRACTICES,MISSOURI,MO,29,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,161.0,
2021,YEAR,ALL PRODUCTION PRACTICES,MISSOURI,MO,29,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,159.0,
2025,YEAR,ALL PRODUCTION PRACTICES,MONTANA,MT,30,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,132.0,
2024,YEAR,ALL PRODUCTION PRACTICES,MONTANA,MT,30,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,85.0,
2023,YEAR,ALL PRODUCTION PRACTICES,MONTANA,MT,30,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,129.0,
2022,YEAR,ALL PRODUCTION PRACTICES,MONTANA,MT,30,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,112.0,
2021,YEAR,ALL PRODUCTION PRACTICES,MONTANA,MT,30,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,100.0,
2025,YEAR,ALL PRODUCTION PRACTICES,NEBRASKA,NE,31,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,194.0,
2024,YEAR,ALL PRODUCTION PRACTICES,NEBRASKA,NE,31,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,188.0,
2023,YEAR,ALL PRODUCTION PRACTICES,NEBRASKA,NE,31,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,182.0,
2022,YEAR,ALL PRODUCTION PRACTICES,NEBRASKA,NE,31,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,165.0,
2021,YEAR,ALL PRODUCTION PRACTICES,NEBRASKA,NE,31,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,194.0,
2025,YEAR,ALL PRODUCTION PRACTICES,NEW JERSEY,NJ,34,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,161.0,
2024,YEAR,ALL PRODUCTION PRACTICES,NEW JERSEY,NJ,34,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,157.0,
2023,YEAR,ALL PRODUCTION PRACTICES,NEW JERSEY,NJ,34,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,168.0,
2022,YEAR,ALL PRODUCTION PRACTICES,NEW JERSEY,NJ,34,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,114.0,
2021,YEAR,ALL PRODUCTION PRACTICES,NEW JERSEY,NJ,34,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,163.0,
2025,YEAR,ALL PRODUCTION PRACTICES,NEW MEXICO,NM,35,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,173.0,
2024,YEAR,ALL PRODUCTION PRACTICES,NEW MEXICO,NM,35,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,157.0,
2023,YEAR,ALL PRODUCTION PRACTICES,NEW MEXICO,NM,35,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,155.0,
2022,YEAR,ALL PRODUCTION PRACTICES,NEW MEXICO,NM,35,,,STATE,CORN,ALL CLASSES,GRAIN,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",BU / ACRE,149.0,
